"hgnc_symbol","chromosome_name","start_position","end_position"
"FAM76AP1","3",133546071,133546272
"","15",70191799,70198509
"","3",133551186,133551315
"LINC00595","10",78179167,78675109
"LINC00856","10",78179167,78675109
"SHOX2","3",158095905,158106420
"","2",152539197,152539427
"","15",35845222,36252276
"","2",152850653,152850824
"LMF2","22",50502947,50507732
"UBQLN4P2","2",152876820,152877767
"TMEM183AP1","HSCHR6_MHC_COX_CTG1",1063939,1064228
"","HSCHR6_MHC_SSTO_CTG1",1157885,1158029
"RPL32P1","HSCHR6_MHC_SSTO_CTG1",4528434,4528843
"DDX39B","HSCHR6_MHC_COX_CTG1",3007552,3023908
"PRR3","HSCHR6_MHC_SSTO_CTG1",1857641,1864478
"","2",55214387,55216126
"CDPF1P1","2",55224280,55225908
"","2",55286018,55286128
"","2",63517892,63519268
"PRDM16","1",3069168,3438621
"PRELID1P6","2",63622178,63622831
"","15",70264278,70267470
"RPL27P6","2",63684305,63684710
"CSP1","2",63717122,63717899
"LINC02853","15",35919892,36158626
"RNU6-111P","2",73298683,73298787
"RPSAP28","2",73370019,73370892
"","9",42959280,42960066
"","9",43109866,43125905
"ALMS1-IT1","2",73456764,73459482
"","2",73469525,73471030
"","9",43074290,43131552
"","2",73750256,73750786
"","2",73761269,73761781
"FTH1P3","2",27392784,27393367
"","2",27455156,27455862
"","15",41493053,41495386
"RNU6-986P","2",27475494,27475595
"","12",137411,149169
"RPS17P7","2",121309995,121310412
"","8",8555264,8574057
"","15",70406935,70407694
"","2",121603073,121603164
"","15",35820283,35835091
"RPL12P15","2",121658475,121658973
"KMT5B","11",68154863,68213852
"ATP13A5","3",193274789,193378820
"","12",253442,257299
"","2",121688203,121689714
"LINC02568","15",63381711,63438320
"","12",273954,277123
"NPM1P32","2",121708512,121709115
"HLA-DQB1","HSCHR6_MHC_SSTO_CTG1",4056698,4063945
"","12",274821,276722
"KDM5A","12",280057,389320
"","2",121743479,121745921
"","2",147810346,147810777
"","15",26116075,26143030
"RNU6-1275P","2",147877422,147877528
"","2",147899401,147902956
"LINC00929","15",26115726,26134001
"CNGB3-AS1","8",86705651,86818558
"TMEM72-AS1","10",44793119,44959733
"MBD5","2",148021011,148516971
"","8",234347,274459
"","19",42242756,42243723
"MTCO3P1","HSCHR6_MHC_SSTO_CTG1",4106754,4107585
"","19",40181202,40191383
"HCG4B","HSCHR6_MHC_SSTO_CTG1",1225673,1226663
"RPL23AP1","HSCHR6_MHC_SSTO_CTG1",1032898,1033368
"","19",40191075,40191334
"HLA-DOB","HSCHR6_MHC_SSTO_CTG1",4212175,4216460
"","19",20432552,20571095
"ROBO1","3",78597239,79767998
"ZNF470-DT","19",56545566,56567479
"","19",43692282,43700525
"","19",22285076,22323595
"","19",37719378,37725056
"DHFRP6","6",56276529,56276796
"","19",19076043,19081427
"","6",73388408,73389283
"","19",3070048,3070663
"GABRR2","6",89254464,89315299
"","19",29220622,29243616
"","15",78620101,78634126
"UQCRFS1-DT","19",29213208,29223137
"LHFPL1","X",112625372,112680180
"","8",24958908,25010167
"CERNA1","15",52179997,52230123
"OIP5-AS1","15",41283958,41322392
"TPP2","13",102596958,102679958
"","HSCHR6_MHC_SSTO_CTG1",2679637,2680239
"","10",78352597,78356101
"OR2AD1P","HSCHR6_MHC_SSTO_CTG1",336039,336966
"","19",4067317,4069697
"HLA-F","HSCHR6_MHC_SSTO_CTG1",1029074,1044770
"TUBB3P1","6",89301783,89303114
"","10",44937123,44955740
"","6",107595351,107597651
"","8",2493124,2556440
"","6",122975198,122996061
"NKAIN2","6",123803865,124825640
"FGF7P4","9",42667506,42668887
"","19",43755088,43768720
"","9",42666504,42725350
"DDRGK1","20",3188734,3204700
"","19",9322428,9322882
"","19",9265316,9270356
"GPRASP3","X",102720688,102753540
"OR7E109P","9",90742526,90743380
"","6",123823240,123829285
"","8",48921284,48931364
"","9",90742489,90804399
"OR7E108P","9",90751240,90752230
"RNF217","6",124962437,125092633
"","19",13846496,13847883
"","19",13846898,13848036
"","9",90751659,90755616
"","8",81439407,81579444
"","19",15332594,15344642
"","9",40755407,40767875
"","10",57991695,57993006
"","10",78293842,78301075
"","9",40754861,40768363
"","10",44899614,44920220
"","19",34426106,34428341
"","19",41886578,41888005
"LINC01166","10",132943966,132965517
"GEMIN7-AS1","19",45076510,45092635
"","1",5301928,5307394
"","1",5492978,5494674
"EEF1DP6","1",4175528,4175899
"LINC01646","1",4571481,4594016
"","19",56398866,56404016
"ZNF582-DT","19",56393656,56399172
"FAM85B","8",8086286,8244736
"SUMO2P1","HSCHR6_MHC_DBB_CTG1",901607,901890
"OR2J2","HSCHR6_MHC_DBB_CTG1",438910,440181
"LINC02782","1",5086459,5090899
"","HSCHR6_MHC_DBB_CTG1",389811,394509
"","9",134868236,134868475
"USP8P1","HSCHR6_MHC_DBB_CTG1",2533329,2536501
"","9",134864114,134868947
"","HSCHR6_MHC_DBB_CTG1",1261656,1262651
"SLC10A3","X",154487306,154490690
"","19",39671807,39696913
"WDR46","HSCHR6_MHC_DBB_CTG1",4522622,4533045
"RPSAP9","9",76398699,76399586
"","9",76394792,76399666
"PLCH2","1",2425980,2505532
"","9",4781475,4782078
"","9",4774980,4792680
"RPL7AP47","9",14204248,14205039
"","9",14180363,14205102
"","12",13088784,13103484
"RPL35AP20","9",6675284,6675614
"IL9RP1","9",138137095,138143864
"MIR920","12",24212421,24212495
"KNOP1P1","12",24583561,24584549
"","9",138126970,138145119
"","10",79452262,79454722
"","12",24642687,24643166
"PMCH","12",102196459,102197833
"","10",68135855,68136252
"CDK2AP2P2","9",62844818,62845184
"TPD52L1","6",125119049,125264407
"FGF7P8","9",62888535,62889921
"","10",132941859,132948805
"","2",148044380,148044894
"","2",148062154,148062577
"LINC01410","9",62801434,62890983
"","2",148260574,148260708
"USP12P2","2",148295656,148296679
"HELLPAR","12",102197585,102402596
"RPS29P8","2",148595158,148595328
"RN7SL793P","12",102217318,102217613
"","12",102513251,102513655
"MIR129-2","11",43581394,43581483
"","11",43718676,43719143
"","2",109898432,109968557
"MIR1252","12",79419257,79419321
"RPL23AP63","11",43718676,43719146
"","12",79500119,79500687
"","10",75409142,75412413
"PHB1P2","11",43733759,43734564
"MICA","HSCHR6_MHC_SSTO_CTG1",2702061,2718516
"","11",43733761,43734564
"NOP56P3","12",79558782,79559166
"C11orf96","11",43942637,43943878
"LINC01168","10",132965372,132976354
"ANKLE2","12",132725503,132761832
"","10",119080894,119081841
"CASP12","11",104885718,104898670
"","10",75408361,75409694
"","19",39637423,39642407
"GPAA1P1","2",109984058,109984988
"ZBTB45P1","2",109986939,109988394
"","10",90830085,90831580
"","2",110007675,110010783
"","10",98361210,98369165
"","2",110012265,110012601
"MIR4267","2",110069961,110070042
"MIR4436B1","2",110086433,110086523
"ACTR1AP1","2",110184054,110185179
"MIR4436B2","2",110284853,110284943
"","2",110358790,110359126
"C3orf49","3",63819299,63848636
"","2",110360608,110363737
"ZBTB45P2","2",110383112,110384642
"MIR4440","2",239068817,239068914
"MIR4441","2",239085827,239085926
"","2",239114858,239118842
"","10",1156498,1159755
"HDAC4-AS2","2",239194118,239197654
"CT45A10","X",135879471,135893444
"LTB","HSCHR6_MHC_DBB_CTG1",2828288,2830255
"LINC01366","5",170306810,170335508
"MIR4269","2",239305462,239305545
"MIR2467","2",239351724,239351804
"","2",239538379,239544876
"GPSM3","HSCHR6_MHC_SSTO_CTG1",3506971,3511728
"","10",36940109,36943932
"OR5H15","3",98166696,98169774
"MX2","21",41361957,41409417
"LINC01435","10",107694973,108522143
"FAM88B","9",62897343,62954927
"RCBTB2","13",48488959,48536006
"WHR1","HSCHR6_MHC_DBB_CTG1",3218950,3230594
"SRGAP3","3",8980591,9363053
"MMGT1","X",135960588,135974029
"MYO3B","2",170178145,170655171
"","5",170317889,170331241
"DSTNP2","12",6884898,6885684
"STX18-AS1","4",4542090,4821468
"","5",172802858,172807211
"COMMD7","20",32702648,32743928
"","1",3306636,3310096
"","5",170308701,170312806
"OR6U2P","12",55611623,55612554
"","1",4479131,4484375
"OR6C71P","12",55376824,55377736
"","1",2492300,2493258
"","5",70201963,70211632
"LINC02781","1",4973381,4981568
"OR6C66P","12",55388445,55389374
"","12",110050991,110073543
"MTCYBP45","1",11425257,11425821
"RN7SKP151","11",13353208,13353523
"FAM8A5P","HSCHR6_MHC_SSTO_CTG1",3938472,3939603
"","11",13478333,13479037
"","12",110049360,110073686
"","5",143259177,143312356
"HLA-DPA2","HSCHR6_MHC_SSTO_CTG1",4540736,4546278
"","1",10612222,10616452
"C4B-AS1","HSCHR6_MHC_COX_CTG1",3411876,3419151
"","11",13488612,13489390
"TRIM26","HSCHR6_MHC_SSTO_CTG1",1483342,1512318
"MFFP1","1",15191828,15192845
"","12",63684748,63724935
"","HSCHR6_MHC_COX_CTG1",1339420,1339569
"","5",170270943,170273056
"PTH","11",13492054,13496181
"ATF6B","HSCHR6_MHC_COX_CTG1",3553597,3566584
"MAGEA6","X",152766136,152769716
"","5",70188663,70197482
"DEFB109F","12",8199599,8206710
"FAM86FP","12",8232512,8242948
"MMEL1","1",2590639,2633016
"","5",62282585,62283676
"","5",170303393,170305332
"","5",170334493,170335117
"LINC01944","5",172543403,172559202
"","12",43738829,43739854
"","19",17831106,17831945
"LINC02984","8",53393077,53524336
"","19",33602669,33603546
"","5",70219839,70227198
"OR7E47P","12",52107278,52108261
"MAPK12","22",50245450,50261734
"KRT89P","12",52341197,52354036
"HMGN2P36","11",13610363,13610771
"SLC7A10-AS1","19",33217781,33222355
"","5",51861591,51964465
"FAR1-IT1","11",13669327,13670149
"","5",38445081,38446257
"RPL39P26","11",13685499,13685656
"","12",9653683,9657043
"","5",170300865,170301302
"","11",13686550,13686658
"","5",65073193,65128126
"CENPUP1","11",13756027,13757560
"DGKK","X",50365405,50470850
"","19",57057113,57060662
"","11",13758111,13758345
"RNA5SP331","11",13907484,13907590
"","11",74830574,74832510
"EP400P1","12",132104021,132127177
"RN7SL239P","11",74845910,74846209
"","11",74931724,74936937
"","5",40755887,40790260
"","6",125268087,125274828
"RNU6-216P","11",74968189,74968292
"OR2AT2P","11",75071148,75072052
"HEY2","6",125747664,125761269
"NPM1P50","11",75079265,75080131
"","10",47206903,47225024
"HSPD1P13","11",105706299,105707937
"","12",54079267,54080288
"RNU4-55P","11",105824634,105824770
"RNU6-277P","11",105974826,105974931
"TAS2R64P","12",11077316,11078242
"","5",65051309,65071717
"","11",105995185,105999213
"","15",52221475,52224596
"","10",16229354,16233043
"","12",3298210,3337202
"AASDHPPT-AS1","11",106085990,106101975
"","15",69077616,69126124
"A2MP1","12",9229376,9275817
"NAPA-AS1","19",47484282,47502399
"","15",83179156,83439445
"FAM170B-AS1","10",49121834,49151555
"","11",106106398,106107356
"","5",65086060,65098515
"MSANTD2","11",124766498,124800706
"RMEL3","5",57395060,57534504
"NCOA7-AS1","6",125797856,125818858
"ATP5PBP6","6",139614438,139615204
"","19",42285347,42285991
"","19",52008277,52031034
"","15",87178718,87197320
"","6",139659928,139661513
"CNTNAP3P1","9",62924911,62934964
"","6",53918974,53920788
"","15",40343203,40345632
"RERG-IT1","12",15112363,15114698
"ERHP2","6",54016479,54016777
"","15",63843565,63850066
"RERG-AS1","12",15151923,15155283
"","6",54190206,54190709
"","15",32466899,32527035
"METTL8P1","12",15255213,15255823
"SEPTIN14P6","6",142272,145083
"","12",15439527,15440401
"PRELID1P1","6",126643640,126644299
"","12",89367807,89369301
"","6",126643488,126644390
"","9",40348467,40584307
"ZPR1P1","6",108785689,108787053
"CENPCP1","12",89500093,89502670
"","6",136364129,136364462
"POC1B-GALNT4","12",89519408,89526262
"MAP1LC3A","20",34546838,34560357
"","10",31749180,31751962
"RPS18P9","6",149594084,149594543
"AIRE","21",44285838,44298648
"","10",15393112,15425612
"","6",149592687,149601878
"","11",124789240,124792818
"DMP1-AS1","4",87568035,87741390
"","10",47316191,47317159
"RPS3AP23","6",141635720,141636503
"","19",47469910,47478550
"LINC02256","15",32535890,32587613
"","10",33918391,33939460
"","11",124791228,124791660
"","10",102645633,102646405
"COL11A2P1","HSCHR6_MHC_DBB_CTG1",4347291,4347494
"","11",124807822,124808269
"","19",40875432,40908363
"HLA-A","HSCHR6_MHC_DBB_CTG1",1144955,1265390
"","10",52778955,52857418
"","19",38142187,38142590
"","6",141635650,141636335
"","5",148452870,148559987
"GALNT4","12",89519412,89524796
"","6",75611190,75611945
"","6",75610958,75611788
"","19",40908423,40950676
"","12",89544203,89544488
"VDAC1P8","6",143490515,143491367
"RNA5SP365","12",89726936,89727042
"MRPL2P1","12",89752913,89753831
"","6",143490424,143506406
"ROBO3","11",124865432,124881471
"","10",52782141,52810965
"RNU6-148P","12",89754059,89754152
"","5",70290640,70292748
"","12",32000375,32001222
"","5",36735688,36737678
"","12",32007127,32007435
"","10",52778313,52779616
"","12",32072734,32072880
"","5",42813543,42924756
"","12",32100485,32100735
"IDH2-DT","15",90102593,90138261
"","12",32109076,32109602
"FAM238C","10",26931126,26948407
"","12",32227410,32228154
"","12",32339368,32340724
"","12",32352349,32354144
"","12",40978744,40979244
"TMSB15A","X",102513674,102516795
"","12",31005777,31005848
"","12",31076867,31077016
"","12",31105105,31106830
"MOG","HSCHR6_MHC_SSTO_CTG1",966016,981404
"","6",126602356,126603649
"","12",31112236,31201235
"","6",64733199,64733837
"TAFA1","3",68004247,68545621
"","15",32468449,32473504
"GAPDHP72","6",166064291,166065300
"","6",166058505,166066028
"","15",34498933,34515338
"","5",175365207,175382571
"","6",138879043,138879319
"","5",152294325,152306940
"RASGRF2-AS1","5",80947689,80961357
"","12",31131455,31135627
"RPL7AP37","6",136900378,136901157
"TAP2","HSCHR6_MHC_COX_CTG1",4234034,4250979
"","4",174379448,174389973
"KATNBL1P6","6",146802795,146803709
"","12",31158897,31172377
"","6",146802359,146803824
"","12",31172906,31200478
"SELENOK","3",53884417,53891885
"","6",37546591,37547280
"","12",31244440,31244685
"","4",75177593,75249263
"","15",59972855,60005928
"RPL13AP22","12",31251992,31252597
"","6",37543553,37546755
"MREGP1","12",31254361,31254445
"","12",31280422,31280895
"PPP1R2P1","6",32879216,32879833
"","12",31311617,31312029
"SELENOKP3","6",118782848,118783131
"","6",149935965,149936782
"KIF4A","X",70290067,70420886
"DHFRP2","6",31366352,31366898
"","12",43560784,43561297
"DPRXP2","6",35989515,35990436
"","12",43569769,43572038
"OFCC1","6",9596297,9939349
"","12",43633093,43633281
"","5",173972240,173973318
"EEF1A1P17","12",43659827,43661101
"CCDC26","8",128634199,129723023
"","5",142156744,142193017
"","12",43736628,43739189
"","12",43739635,43741067
"","5",73544768,73548020
"","12",9228533,9234207
"","10",26931527,26937749
"","5",170337265,170338093
"CCDC174","3",14651762,14672659
"","10",84292142,84311692
"","5",100045953,100117943
"","12",9247656,9268113
"LINC00858","10",84267747,84294659
"","4",4560518,4582954
"","15",59993332,59994682
"","5",134436495,134492933
"","1",2566410,2569888
"","15",47124691,47177525
"TMPRSS2","21",41464296,41531116
"TPD52L2","20",63865228,63891545
"","1",2493437,2494479
"","5",77951206,77959185
"","1",4730211,4734992
"","12",9445058,9445205
"","12",9480608,9575695
"","5",134479465,134512775
"","1",4551735,4552145
"","15",30795507,30801505
"","1",5554747,5554881
"","15",60763593,60765625
"","1",18385829,18388514
"","5",1386174,1386420
"","5",134466754,134484037
"","15",30900329,30903840
"","5",112628216,112682986
"","19",40893653,40905139
"","15",86938797,86988426
"","19",427334,441813
"","19",40090754,40105962
"GCAWKR","15",100849538,100876836
"","6",9596110,10211608
"","5",161491558,161522847
"","19",38401340,38402946
"LINC02999","5",134429051,134460615
"","19",33580128,33582117
"","19",54031320,54033446
"","4",188904839,188912330
"","19",22427740,22456463
"","12",9506347,9508440
"","10",113263245,113357509
"LINC02200","5",112628279,112682077
"","10",123761145,123777961
"","12",9512756,9542687
"LINC01233","19",22532290,22537046
"","10",79904573,79951701
"","4",87922001,87941610
"VPS13D","1",12230030,12512047
"","12",9557314,9576275
"","4",6759346,6762105
"AGA-DT","4",177442514,177681381
"KLRB1","12",9594551,9607916
"","5",16441711,16458951
"LINC01843","5",134506422,134509238
"","5",41284748,41294924
"CHST13","3",126524155,126543291
"","12",49293252,49293997
"","15",48810695,48814054
"","4",87546993,87553392
"","5",41418919,41428625
"","4",4761805,4763928
"LINC00662","19",27681072,27794005
"PRPH","12",49295147,49298686
"","4",173696692,173699014
"","4",177605647,177606513
"","5",81394243,81395581
"","4",78074820,78080232
"PRDX5P1","3",73648399,73648807
"","15",26403150,26518608
"","5",41510113,41511735
"","4",87520673,87525631
"","4",4694219,4694786
"","3",73959642,73959927
"LINC02047","3",73999805,74005609
"LINC02261","4",27177144,27282225
"HSP90AB5P","3",74101349,74103553
"AKR1B1P2","3",74135959,74136892
"","4",177496422,177496960
"LINC02197","5",71314692,71455593
"","4",78055956,78057502
"NIPA2P2","3",75084155,75085237
"LINC02250","15",25456131,25578823
"RN7SL294P","3",75182754,75183048
"MIR4444-2","3",75214476,75214549
"","3",75214510,75240770
"","4",87559389,87562003
"HNRNPA3P6","3",75214631,75215636
"","4",27262506,27267570
"MYLKP1","3",75328549,75339071
"LINC02517","4",8320105,8327165
"ATP5MC2P5","3",130293337,130293760
"","10",113270544,113273664
"","10",79925908,79927257
"","10",17471414,17473010
"LEKR1","3",156825481,157046129
"","10",93846016,93847310
"LINC02248","15",26395037,26489895
"","10",71001999,71005788
"","HSCHR6_MHC_COX_CTG1",1368709,1369675
"RXRB","HSCHR6_MHC_COX_CTG1",4605095,4612358
"ARHGAP22-IT1","10",48509857,48511707
"","10",8140961,8215657
"","10",99233432,99234143
"RNU6-1088P","12",120313238,120313341
"","10",8160246,8181700
"PLA2G1B","12",120322115,120327779
"","15",25554174,25557123
"PMCHL2","5",71290265,71385993
"","15",25502407,25503468
"","15",47956521,48047193
"","10",32413499,32447352
"","4",163253852,163290988
"","4",141147226,141159935
"","4",87677974,87678589
"DNAH12","3",57293699,57544344
"","4",140240242,140253428
"IFITM4P","HSCHR6_MHC_DBB_CTG1",1013796,1014216
"TRIM10","HSCHR6_MHC_DBB_CTG1",1407862,1416850
"","4",140267114,140269672
"NRAV","12",120488079,120495954
"","10",88370072,88380121
"","4",140256570,140257013
"","5",114238094,114324164
"","10",77782791,77793176
"","4",84480718,84483018
"LINC01863","5",173641652,173658199
"","12",130121925,130122974
"","15",99453148,99456003
"","12",130138693,130140768
"","12",130144954,130145691
"","15",99454420,99455067
"","4",140172795,140238180
"","10",112367117,112368044
"CEP152-AS1","15",48783164,48787100
"FZD10","12",130162459,130165740
"","10",48289316,48300779
"","15",96566250,96591064
"","5",71445552,71455432
"MALRD1-AS1","10",19683744,19728577
"","4",114727496,114816200
"","15",21888714,21898223
"","12",130216807,130217157
"","15",99733670,99734236
"","5",23744105,23864032
"TEX56P","6",4087534,4122032
"LINC01418","15",81610828,82013579
"","4",114755698,114791987
"","5",42317306,42374479
"LINC02466","4",129612330,129854292
"AEBP2","12",19404045,19720801
"","5",112192008,112210139
"ADGRF2P","6",47673420,47693719
"","11",124883691,124887789
"","6",47656487,47695192
"","11",112967,125927
"","11",43331261,43331356
"","11",43378882,43385671
"LY6G6E","6",31712341,31713812
"","11",43390283,43395495
"CMAHP","6",25081862,25138081
"RN7SKP287","11",43435132,43435397
"","5",162248319,162257296
"PPIAP41","11",43466392,43466871
"","5",115262505,115265779
"CTBP2P6","11",43522036,43523264
"MIR670","11",43559656,43559753
"ERBIN-DT","5",65924629,65925591
"OR52P1","11",5726502,5727464
"DDX39B-AS1","HSCHR6_MHC_DBB_CTG1",2790074,2790908
"PIGCP1","11",33075566,33076460
"LINC00294","11",33076149,33079454
"","5",149664128,149665838
"OR2H2","HSCHR6_MHC_DBB_CTG1",853004,854587
"","11",33171381,33171490
"","5",18154301,18158288
"RPL29P23","11",33190062,33190503
"","11",33196547,33196637
"","11",33403216,33403605
"LINC02239","5",24835280,24840583
"","11",33450646,33450943
"VNN3P","6",132722926,132734692
"HLA-T","HSCHR6_MHC_DBB_CTG1",1153766,1154897
"","11",33880643,33881800
"","5",82435011,82543454
"PSORS1C3","HSCHR6_MHC_DBB_CTG1",2433068,2437233
"","11",34189174,34189275
"OR8G2P","11",124224732,124225666
"LINC00844","10",58967778,59066396
"C6orf15","HSCHR6_MHC_DBB_CTG1",2370587,2371923
"","5",2179784,2181200
"RNU6-256P","11",122004355,122004451
"","11",122026093,122027667
"","5",141512987,141520636
"MIR125B1","11",122099757,122099844
"BLID","11",122115340,122116215
"POLR1HASP","6",30056965,30058612
"LTA","HSCHR6_MHC_DBB_CTG1",2819785,2822057
"GGNBP1","6",33583699,33589026
"MIRLET7A2","11",122146522,122146593
"MIR100","11",122152229,122152308
"RNU4ATAC10P","11",122449210,122449331
"RNU4ATAC5P","11",122451474,122451599
"NEU1","HSCHR6_MHC_COX_CTG1",3335076,3340324
"GSTA5","6",52831655,52840843
"","6",108998482,108999125
"","5",141512735,141514123
"RNU6-653P","6",109059509,109059614
"","5",24644850,24645514
"NRXN2","11",64606174,64723197
"TIGD1","2",232543883,232550557
"CCDC162P","6",109183955,109355046
"","2",63883249,63883391
"LINC01933","5",151949571,152270449
"UBBP3","2",148863564,148863804
"","10",19565504,19572234
"RPS20P13","2",148870024,148870381
"LINC02465","4",129771589,129975827
"","15",81427448,81756792
"","10",87385820,87389274
"USP8P2","2",148872253,148872797
"","2",148909406,148927254
"","15",81404042,81410172
"TXNP5","2",149068596,149068910
"","15",81589186,81590590
"","15",81480839,81481421
"MST1","3",49683947,49689501
"","15",23303721,23314566
"LY6G5C","HSCHR6_MHC_DBB_CTG1",2924456,2931813
"CCDC150","2",196639554,196763490
"","10",19733767,19735083
"","10",80226696,80233878
"","10",3056554,3058631
"","10",103241548,103261287
"","19",27849635,27889270
"","5",149677780,149721743
"","10",80206842,80208042
"","19",35931290,35931491
"PFKP-DT","10",3052493,3069583
"","19",58118457,58119274
"TMEM147-AS1","19",35540731,35546029
"","6",29849550,29885615
"","5",150905265,150919158
"","5",149960136,149960577
"","5",149163955,149276776
"FBLN1","22",45502238,45601981
"SYNE1","6",152121687,152637801
"","5",149694212,149696477
"","5",152144075,152181199
"","HSCHR6_MHC_COX_CTG1",2387988,2406057
"ASAH1-AS1","8",18084236,18127404
"MCCD1","HSCHR6_MHC_DBB_CTG1",2776490,2778005
"","5",92823935,92886872
"","9",40358919,40398969
"","10",128474868,128476685
"","10",3118479,3119977
"","10",117804762,117831244
"","5",57817072,57841968
"","9",40497807,40635227
"","5",35048046,35133322
"DDX39BP2","HSCHR6_MHC_COX_CTG1",1472597,1472993
"PPP1R10","HSCHR6_MHC_DBB_CTG1",1856230,1874442
"HLA-DPB1","HSCHR6_MHC_SSTO_CTG1",4524909,4536184
"","15",75854304,75904428
"TRIM15","HSCHR6_MHC_COX_CTG1",1643004,1652494
"","19",42449691,42455996
"","15",75786380,75787017
"RNU1-146P","12",19724435,19724599
"","19",42075372,42075872
"","5",57824287,57824452
"PHLDA1","12",76025447,76031776
"","19",49108058,49127605
"DHRS12","13",51767520,51804187
"","5",72031899,72034292
"","19",46630495,46631642
"","15",94841059,95169864
"","5",22754227,22766824
"","19",3503024,3505818
"","10",77009142,77013953
"","10",3051986,3052622
"","19",49236585,49269804
"","19",5449284,5455335
"","10",117425190,117490419
"","5",5800497,5829791
"","12",48160245,48160878
"","19",50333792,50344806
"PHB1P18","12",48168847,48169659
"","5",39872640,39948514
"","12",48171590,48173353
"","10",117449626,117458306
"","5",50668043,50713832
"","10",62682651,62805892
"","5",50666738,50667956
"CCDC184","12",48183644,48185926
"","5",61902617,62246642
"","15",95078481,95150750
"","12",48189349,48191207
"ITGB1-DT","10",32958390,33134921
"","12",48327942,48328472
"","12",48333755,48333901
"OR5BK1P","12",48355792,48356614
"OR5BT1P","12",48385417,48386265
"OR5BJ1P","12",48394510,48395392
"OR8S21P","12",48417150,48417337
"OR8T1P","12",48442030,48442947
"","4",144851549,144874787
"","12",55608043,55615878
"OR10AD1","12",48202339,48203292
"H1-7","12",48328980,48330279
"RPL21P99","12",29658376,29658798
"","12",7870852,7871370
"","4",85871356,85873548
"","4",124955310,124977596
"","15",94971508,95018158
"NANOGP1","12",7892576,7898903
"","4",177408172,177412923
"","4",186670787,186673300
"","4",31577981,31604101
"DXO","HSCHR6_MHC_COX_CTG1",3447237,3449719
"","12",7896608,7896956
"","4",24256544,24280034
"","5",50666224,50666567
"","4",8316078,8316870
"","5",62214879,62221945
"ZNF793-AS1","19",37497155,37507122
"","5",62196873,62198410
"","15",95034108,95047108
"MAP9-AS1","4",155173525,155381694
"","5",74882813,74895966
"TFDP1","13",113584525,113641509
"","5",69096375,69166958
"","15",40486332,40487105
"","15",31800769,31803592
"LINC03065","15",56887034,56888227
"","15",96905880,96947051
"","15",22198908,22257529
"ANKS1B","12",98726457,99984936
"RTBDN-AS1","19",12825711,12833097
"SNORA6","3",39408389,39408539
"SNORA62","3",39411054,39411206
"NFU1P1","3",39643638,39644705
"","15",31465840,31473438
"HTR3C","3",184053047,184060673
"","19",51925920,51927568
"","15",60634473,60640915
"ZDHHC20P1","HSCHR6_MHC_DBB_CTG1",973655,974077
"","10",77558170,77618698
"DACT3-AS1","19",46660308,46678991
"HLA-DPB2","HSCHR6_MHC_DBB_CTG1",4371316,4372582
"TNXA","HSCHR6_MHC_DBB_CTG1",3256389,3260247
"","10",13302180,13302968
"SNHG21","15",82750512,82796682
"IATPR","10",33055799,33116817
"C4A","HSCHR6_MHC_DBB_CTG1",3229797,3250455
"","8",2021880,2040339
"","10",81792778,81876225
"HTR3C2P","3",184076779,184084219
"","10",128275632,128280123
"","5",173885781,173888035
"","19",13874262,13874839
"","3",184086791,184086903
"","19",34963450,34967920
"","10",33121757,33136346
"","5",173887084,173887830
"","19",38701056,38728393
"","5",113782965,113805234
"HTR3E","3",184097064,184106995
"","5",91407776,91477525
"MSRA-DT","8",9959549,10055041
"","19",13861990,13862327
"ZNF225-AS1","19",44103007,44113320
"","5",91383470,91385449
"","10",9198636,9274126
"","2",196686148,196686330
"C2orf66","2",196804417,196809355
"","5",91381154,91381291
"","5",6757729,6765061
"","2",196831975,196832190
"HNRNPA3P15","2",197014990,197016015
"","19",58178305,58183313
"RPL4P7","2",197028711,197030143
"ATOX1-AS1","5",151753054,151767247
"CFAP144P2","2",102249857,102250255
"","10",81831115,81836782
"ADAM7-AS1","8",24169001,24912073
"SDR42E1P5","2",102411243,102412108
"","19",4340611,4343445
"MIR4772","2",102432289,102432366
"","10",33120500,33123465
"","2",102433957,102435340
"LINC01791","19",31167457,31225143
"LINC02899","5",23951348,24178273
"","10",9273400,9274915
"","2",102438713,102440475
"","10",33684401,33713236
"SLC9A4","2",102473226,102533972
"MSH5","HSCHR6_MHC_COX_CTG1",3217271,3239933
"","5",24135143,24271863
"","15",62137761,62138554
"LINC02485","4",135112905,135124297
"","15",96799386,96802726
"TSBP1-AS1","HSCHR6_MHC_SSTO_CTG1",3706431,3709608
"VPS39-DT","15",42208353,42226990
"","HSCHR6_MHC_SSTO_CTG1",3932910,3933317
"","8",27592151,27597559
"MICG","HSCHR6_MHC_SSTO_CTG1",1118600,1118731
"","10",32998008,32998195
"RPS17P1","HSCHR6_MHC_SSTO_CTG1",798282,798687
"","5",52652992,52669060
"","10",105461233,105473413
"SUCLA2P1","HSCHR6_MHC_SSTO_CTG1",1767239,1768608
"","4",110250176,110350911
"FLOT1","HSCHR6_MHC_SSTO_CTG1",2028495,2043529
"","8",27702721,27712751
"","5",6134319,6136297
"","10",129360012,129366081
"","5",101461110,101474962
"","4",128741998,128742684
"","10",29821297,29829116
"","15",82892777,82942111
"LINC01088","4",78938871,79309673
"","5",16241284,16335879
"","8",27719961,27758552
